CLAVE|SUBCLAVE|DESCRIPCION
010.000.2116.00|010.000.2116.00|HIDRALAZINA SOLUCION INYECTABLE CADA AMPOLLETA CONTIENE: CLORHIDRATO DE HIDRALAZINA 10 MG. ENVASE CON 5 AMPOLLETAS CON 1.0 ML.
010.000.4201.00|010.000.4201.00|HIDRALAZINA SOLUCION INYECTABLE CADA AMPOLLETA O FRASCO AMPULA CONTIENE: CLORHIDRATO DE HIDRALAZINA 20 MG. ENVASE CON 5 AMPOLLETAS CON 1.0 ML.
010.000.0592.00|010.000.0592.00|ISOSORBIDA TABLETA SUBLINGUAL CADA TABLETA CONTIENE: DINITRATO DE ISOSORBIDA 5 MG. ENVASE CON 20 TABLETAS SUBLINGUALES.
010.000.0593.00|010.000.0593.00|ISOSORBIDA TABLETA CADA TABLETA CONTIENE: DINITRATO DE ISOSORBIDA 10 MG. ENVASE CON 20 TABLETAS
010.000.2501.00|010.000.2501.00B|LISINOPRIL CAPSULA O TABLETA CADA CAPSULA O TABLETA CONTIENE: LISINOPRIL 10 MG. ENVASE CON 30 CAPSULAS O TABLETAS.
010.000.0572.00|010.000.0572.00|METOPROLOL TABLETA CADA TABLETA CONTIENE: TARTRATO DE METOPROLOL 100 MG. ENVASE CON 20 TABLETAS.
010.000.0597.00|010.000.0597.00|NIFEDIPINO CAPSULA DE GELATINA BLANDA CADA CAPSULA CONTIENE: NIFEDIPINO 10 MG. ENVASE CON 20 CAPSULAS.
010.000.0599.00|010.000.0599.00|NIFEDIPINO COMPRIMIDO DE LIBERACION PROLONGADA CADA COMPRIMIDO CONTIENE: NIFEDIPINO 30 MG. ENVASE CON 30 COMPRIMIDOS.
010.000.4117.00|010.000.4117.00|PENTOXIFILINA TABLETA O GRAGEA DE LIBERACION PROLONGADA CADA TABLETA O GRAGEA CONTIENE: PENTOXIFILINA 400 MG. ENVASE CON 30 TABLETAS O GRAGEAS.
010.000.0523.00|010.000.0523.00|POTASIO, SALES DE TABLETA SOLUBLE O EFERVESCENTE CADA TABLETA CONTIENE: BICARBONATO DE POTASIO 766 MG. BITARTRATO DE POTASIO 460 MG. ACIDO CITRICO 155 MG. ENVASE CON 50 TABLETAS SOLUBLES.
010.000.0530.00|010.000.0530.00|PROPRANOLOL TABLETA CADA TABLETA CONTIENE: CLORHIDRATO DE PROPRANOLOL 40 MG. ENVASE CON 30 TABLETAS.
010.000.0539.00|010.000.0539.00|PROPRANOLOL TABLETA CADA TABLETA CONTIENE: CLORHIDRATO DE PROPRANOLOL 10 MG ENVASE CON 30 TABLETAS.
010.000.2501.00|010.000.2501.00C|RAMIPRIL CAPSULA O TABLETA CADA CAPSULA O TABLETA CONTIENE: RAMIPRIL 10 MG. ENVASE CON 30 CAPSULAS O TABLETAS.
010.000.0591.00|010.000.0591.00|TRINITRATO DE GLICERILO CAPSULA O TABLETA MASTICABLE CADA CAPSULA O TABLETA MASTICABLE CONTIENE: TRINITRATO DE GLICEROL 0.8 MG ENVASE CON 24 CAPSULAS O TABLETAS MASTICABLES.
010.000.6049.00|010.000.6049.00|ACIDO ACETILSALICILICO, SIMVASTATINA, RAMIPRIL CAPSULA CADA CAPSULA CONTIENE: ACIDO ACETILSALICILICO 100 MG, SIMVASTATINA 40 MG, RAMIPRIL 5 MG ENVASE CON 28 CAPSULAS.
010.000.6050.00|010.000.6050.00|ACIDO ACETILSALICILICO, SIMVASTATINA, RAMIPRIL CAPSULA CADA CAPSULA CONTIENE: ACIDO ACETILSALICILICO 100 MG SIMVASTATINA 40 MG RAMIPRIL 10 MG ENVASE CON 28 CAPSULAS.
010.000.5099.00|010.000.5099.00|ADENOSINA SOLUCION INYECTABLE CADA FRASCO AMPULA CONTIENE:ADENOSINA 6 MG. ENVASE CON 6 FRASCOS AMPULA CON 2 ML.
010.000.5631.00|010.000.5631.00|ALPROSTADIL SOLUCION INYECTABLE CADA AMPOLLETA CON LIOFILIZADO CONTIENE:ALPROSTADIL 20 µG ENVASE CON UNA AMPOLLETA.
010.000.6051.00|010.000.6051.00|ALPROSTADIL SOLUCION INYECTABLE CADA AMPOLLETA CONTIENE: ALPROSTADIL 500 ΜG. ENVASE CON 5 AMPOLLETAS CON 1 ML CADA UNA (500 µG/ML).
010.000.5107.00|010.000.5107.00|ALTEPLASA SOLUCION INYECTABLE CADA FRASCO AMPULA CON LIOFILIZADO CONTIENE: ALTEPLASA (ACTIVADOR TISULAR DEL PLASMINOGENO HUMANO) 50 MG. ENVASE CON 2 FRASCOS AMPULA CON LIOFILIZADO, 2 FRASCOS AMPULA CON DISOLVENTE Y EQUIPO ESTERILIZADO PARA SU RECONSTITUCION.
010.000.4107.00|010.000.4107.00|AMIODARONA SOLUCION INYECTABLE CADA AMPOLLETA CONTIENE: CLORHIDRATO DE AMIODARONA 150 MG. ENVASE CON 6 AMPOLLETAS DE 3 ML.
010.000.4110.00|010.000.4110.00|AMIODARONA TABLETA CADA TABLETA CONTIENE: CLORHIDRATO DE AMIODARONA 200 MG ENVASE CON 20 TABLETAS.
010.000.5800.00|010.000.5800.00|AMLODIPINO/VALSARTAN/HIDROCLOROTIAZIDA COMPRIMIDO CADA COMPRIMIDO CONTIENE: BESILATO DE AMLODIPINO EQUIVALENTE A 5 MG DE AMLODIPINO VALSARTAN 160 MG. HIDROCLOROTIAZIDA 12.5 MG. ENVASE CON 28 COMPRIMIDOS.
010.000.5645.00|010.000.5645.00|AZILSARTAN MEDOXOMILO TABLETA CADA TABLETA CONTIENE: AZILSARTAN MEDOXOMILO DE POTASIO EQUIVALENTE A 80 MG DE AZILSARTAN EDOXOMILO ENVASE CON 14 TABLETAS
010.000.5645.01|010.000.5645.01|AZILSARTAN MEDOXOMILO TABLETA CADA TABLETA CONTIENE: AZILSARTAN MEDOXOMILO DE POTASIO EQUIVALENTE A 80 MG DE AZILSARTAN EDOXOMILO ENVASE CON 28 TABLETAS.
010.000.2530.00|010.000.2530.00|CANDESARTAN CILEXETILO-HIDROCLOROTIAZIDA TABLETA CADA TABLETA CONTIENE: CANDESARTAN CILEXETILO 16.0 MG. HIDROCLOROTIAZIDA 12.5 MG. ENVASE CON 28 TABLETAS.
010.000.2545.00|010.000.2545.00|CARVEDILOL TABLETA CADA TABLETA CONTIENE: CARVEDILOL 6.250 MG. ENVASE CON 14 TABLETAS.
010.000.4307.00|010.000.4307.00|CILOSTAZOL TABLETA CADA TABLETA CONTIENE: CILOSTAZOL 100 MG. ENVASE CON 30 TABLETAS.
010.000.2101.00|010.000.2101.00|CLONIDINA COMPRIMIDO CADA COMPRIMIDO CONTIENE: CLORHIDRATO DE CLONIDINA 0.1 MG. ENVASE CON 30 COMPRIMIDOS.
010.000.4246.00|010.000.4246.00|CLOPIDOGREL GRAGEA O TABLETA CADA GRAGEA O TABLETA CONTIENE: BISULFATO DE CLOPIDOGREL O BISULFATO DE CLOPIDOGREL (POLIMORFO FORMA 2) QUIVALENTE A 75 MG DE CLOPIDOGREL ENVASE CON 14 GRAGEAS O TABLETAS.
010.000.4246.01|010.000.4246.01|CLOPIDOGREL GRAGEA O TABLETA CADA GRAGEA O TABLETA CONTIENE: BISULFATO DE CLOPIDOGREL O BISULFATO DE CLOPIDOGREL (POLIMORFO FORMA 2) QUIVALENTE A 75 MG DE CLOPIDOGREL ENVASE CON 28 GRAGEAS O TABLETAS.
010.000.0568.00|010.000.0568.00|DIAZOXIDO SOLUCION INYECTABLE CADA AMPOLLETA CONTIENE: DIAZOXIDO 300 MG. ENVASE CON UNA AMPOLLETA DE 20 ML. (15 MG/ML).
010.000.2112.00|010.000.2112.00|DILTIAZEM TABLETA O GRAGEA CADA TABLETA CONTIENE: CLORHIDRATO DE DILTIAZEM 30 MG. ENVASE CON 30 TABLETAS O GRAGEAS.
010.000.0642.00|010.000.0642.00|DIPIRIDAMOL SOLUCION INYECTABLE CADA AMPOLLETA CONTIENE: DIPIRIDAMOL 10 MG. ENVASE CON 1 AMPOLLETAS CON 2 ML (5 MG/ML).
010.000.0642.01|010.000.0642.01|DIPIRIDAMOL SOLUCION INYECTABLE CADA AMPOLLETA CONTIENE: DIPIRIDAMOL 10 MG. ENVASE CON 3 AMPOLLETAS CON 2 ML (5 MG/ML).
010.000.0642.02|010.000.0642.02|DIPIRIDAMOL SOLUCION INYECTABLE CADA AMPOLLETA CONTIENE: DIPIRIDAMOL 10 MG. ENVASE CON 5 AMPOLLETAS CON 2 ML (5 MG/ML).
010.000.0642.03|010.000.0642.03|DIPIRIDAMOL SOLUCION INYECTABLE CADA AMPOLLETA CONTIENE: DIPIRIDAMOL 10 MG. ENVASE CON 10 AMPOLLETAS CON 2 ML (5 MG/ML).
010.000.0615.00|010.000.0615.00B|DOBUTAMINA SOLUCION INYECTABLE CADA FRASCO AMPULA O AMPOLLETA CONTIENE: CLORHIDRATO DE DOBUTAMINA EQUIVALENTE A 250 MG DE DOBUTAMINA. ENVASE CON UN FRASCO AMPULA CON 20 ML.
010.000.0615.00|010.000.0615.00A|DOBUTAMINA SOLUCION INYECTABLE CADA FRASCO AMPULA O AMPOLLETA CONTIENE: CLORHIDRATO DE DOBUTAMINA EQUIVALENTE A 250 MG DE DOBUTAMINA. ENVASE CON 5 AMPOLLETAS CON 5 ML CADA UNA.
010.000.0614.00|010.000.0614.00|DOPAMINA, CLORHIDRATO DE SOLUCION INYECTABLE CADA AMPOLLETA CONTIENE: CLORHIDRATO DE DOPAMINA 200 MG. ENVASE CON 5 AMPOLLETAS CON 5 ML.
040.000.2107.00|040.000.2107.00B|EFEDRINA SOLUCION INYECTABLE CADA AMPOLLETA CONTIENE: SULFATO DE EFEDRINA 50 MG. ENVASE CON 100 AMPOLLETAS CON 2 ML. (25 MG/ML).
010.000.5104.00|010.000.5104.00|ESMOLOL SOLUCION INYECTABLE CADA FRASCO AMPULA CONTIENE: CLORHIDRATO DE ESMOLOL 100 MG. ENVASE CON UN FRASCO AMPULA CON 10 ML (10 MG/ ML).
010.000.5105.00|010.000.5105.00|ESMOLOL SOLUCION INYECTABLE CADA AMPOLLETA CONTIENE: CLORHIDRATO DE ESMOLOL 2.5 G. ENVASE CON 2 AMPOLLETAS CON 10 ML. (250 MG/ ML).
010.000.1734.00|010.000.1734.00|ESTREPTOQUINASA SOLUCION INYECTABLE CADA FRASCO AMPULA CON LIOFILIZADO CONTIENE: ESTREPTOQUINASA 250 000 UI. ENVASE CON UN FRASCO AMPULA.
010.000.1735.00|010.000.1735.00|ESTREPTOQUINASA SOLUCION INYECTABLE CADA FRASCO AMPULA CON LIOFILIZADO CONTIENE: ESTREPTOQUINASA NATURAL O ESTREPTOQUINASA RECOMBINANTE 750 000 UI. ENVASE CON UN FRASCO AMPULA.
010.000.1736.00|010.000.1736.00|ESTREPTOQUINASA SOLUCION INYECTABLE CADA FRASCO AMPULA CON LIOFILIZADO CONTIENE: ESTREPTOQUINASA 1,500,000 UI. ENVASE CON UN FRASCO AMPULA.
010.000.4095.00|010.000.4095.00|IRBESARTAN TABLETA CADA TABLETA CONTIENE: IRBESARTAN 150 MG. ENVASE CON 28 TABLETAS.
010.000.4096.00|010.000.4096.00|IRBESARTAN TABLETA CADA TABLETA CONTIENE: IRBESARTAN 300 MG. ENVASE CON 28 TABLETAS.
010.000.5801.00|010.000.5801.00|IRBESARTAN, AMLODIPINO TABLETA CADA TABLETA CONTIENE: IRBESARTAN 150 MG. BESILATO DE AMLODIPINO EQUIVALENTE A 5 MG DE AMLODIPINO ENVASE CON 28 TABLETAS.
010.000.5802.00|010.000.5802.00|IRBESARTAN, AMLODIPINO TABLETA CADA TABLETA CONTIENE: IRBESARTAN 300 MG. BESILATO DE AMLODIPINO EQUIVALENTE A 5 MG DE AMLODIPINO ENVASE CON 28 TABLETAS.
010.000.4097.00|010.000.4097.00|IRBESARTAN-HIDROCLOROTIAZIDA TABLETA CADA TABLETA CONTIENE: IRBESARTAN 150 MG. HIDROCLOROTIAZIDA 12.5 MG. ENVASE CON 28 TABLETAS.
010.000.4098.00|010.000.4098.00|IRBESARTAN-HIDROCLOROTIAZIDA TABLETA CADA TABLETA CONTIENE: IRBESARTAN 300 MG. HIDROCLOROTIAZIDA 12.5 MG. ENVASE CON 28 TABLETAS.
010.000.2115.00|010.000.2115.00|ISOPRENALINA SOLUCION INYECTABLE CADA ML CONTIENE: CLORHIDRATO DE ISOPRENALINA 0.2 MG. ENVASE CON 2 ML.
010.000.4120.00|010.000.4120.00|ISOSORBIDA, 5-MONONITRATO DE TABLETA CADA TABLETA CONTIENE: 5-MONONITRATO DE ISOSORBIDA 20 MG. ENVASE CON 20 TABLETAS.
010.000.4121.00|010.000.4121.00|ISOSORBIDA, 5-MONONITRATO DE TABLETA CADA TABLETA CONTIENE: 5-MONONITRATO DE ISOSORBIDA 40 MG. ENVASE CON 20 TABLETAS.
010.000.4118.00|010.000.4118.00|ISOSORBIDA, DINITRATO DE SOLUCION INYECTABLE CADA ML CONTIENE: DINITRATO DE ISOSORBIDA 1 MG. ENVASE CON 100 ML (1 MG/1 ML).
010.000.4118.01|010.000.4118.01|ISOSORBIDA, DINITRATO DE SOLUCION INYECTABLE CADA ML CONTIENE: DINITRATO DE ISOSORBIDA 1 MG. ENVASE CON 10 AMPOLLETAS CON 10 ML (10 MG/10 ML).
010.000.5097.00|010.000.5097.00|LEVOSIMENDAN SOLUCION INYECTABLE CADA ML CONTIENE: LEVOSIMENDAN 2.5 MG. ENVASE CON 1 FRASCO AMPULA CON 5 ML.
010.000.5097.01|010.000.5097.01|LEVOSIMENDAN SOLUCION INYECTABLE CADA ML CONTIENE: LEVOSIMENDAN 2.5 MG. ENVASE CON 1 FRASCO AMPULA CON 10 ML.
010.000.0261.00|010.000.0261.00B|LIDOCAINA SOLUCION INYECTABLE AL 1% CADA FRASCO AMPULA CONTIENE: CLORHIDRATO DE LIDOCAINA 500 MG. ENVASE CON 5 FRASCOS AMPULA DE 50 ML.
010.000.0522.00|010.000.0522.00|LIDOCAINA SOLUCION INYECTABLE CADA AMPOLLETA CONTIENE: CLORHIDRATO DE LIDOCAINA 100 MG. ENVASE CON 1 AMPOLLETA DE 5 ML.
010.000.2520.00|010.000.2520.00|LOSARTAN GRAGEA O COMPRIMIDO RECUBIERTO CADA GRAGEA O COMPRIMIDO RECUBIERTO CONTIENE: LOSARTAN POTASICO 50 MG. ENVASE CON 30 GRAGEAS O COMPRIMIDOS RECUBIERTOS.
010.000.2521.00|010.000.2521.00|LOSARTAN E HIDROCLOROTIAZIDA GRAGEA O COMPRIMIDO RECUBIERTO CADA GRAGEA O COMPRIMIDO RECUBIERTO CONTIENE: LOSARTAN POTASICO 50.0 MG. HIDROCLOROTIAZIDA 12.5 MG. ENVASE CON 30 GRAGEAS O COMPRIMIDOS RECUBIERTOS.
010.000.0566.00|010.000.0566.00|METILDOPA TABLETA CADA TABLETA CONTIENE: METILDOPA 250 MG. ENVASE CON 30 TABLETAS.
010.000.5100.00|010.000.5100.00|MILRINONA SOLUCION INYECTABLE CADA FRASCO AMPULA CONTIENE: LACTATO DE MILRINONA EQUIVALENTE A 20 MG DE MILRINONA. ENVASE CON UN FRASCO AMPULA CON 20 ML (1 MG/1 ML).
010.000.5100.01|010.000.5100.01|MILRINONA SOLUCION INYECTABLE CADA AMPOLLETA CONTIENE: LACTATO DE MILRINONA EQUIVALENTE A 10 MG DE MILRINONA ENVASE CON TRES AMPOLLETAS CON 10 ML CADA UNA (1 MG/1 ML).
010.000.4200.00|010.000.4200.00|NESIRITIDA SOLUCION INYECTABLE CADA FRASCO AMPULA CON LIOFILIZADO CONTIENE: CITRATO DE NESIRITIDA A 1.58 MG DE NESIRITIDA. ENVASE CON UN FRASCO AMPULA.
010.000.0569.00|010.000.0569.00|NITROPRUSIATO DE SODIO SOLUCION INYECTABLE CADA FRASCO AMPULA CON POLVO O SOLUCION CONTIENE: NITROPRUSIATO DE SODIO 50 MG. ENVASE CON UN FRASCO AMPULA CON O SIN DILUYENTE.
010.000.0612.00|010.000.0612.00|NOREPINEFRINA SOLUCION INYECTABLE CADA AMPOLLETA CONTIENE: BITARTRATO DE NOREPINEFRINA EQUIVALENTE A 4 MG DE OREPINEFRINA. ENVASE CON 50 AMPOLLETAS DE 4 ML.
010.000.4122.00|010.000.4122.00|PENTOXIFILINA SOLUCION INYECTABLE CADA AMPOLLETA CONTIENE: PENTOXIFILINA 300 MG. ENVASE CON 4 AMPOLLETAS CON 15 ML.
010.000.4122.01|010.000.4122.01|PENTOXIFILINA SOLUCION INYECTABLE CADA AMPOLLETA CONTIENE: PENTOXIFILINA 300 MG. ENVASE CON 5 AMPOLLETAS CON 15 ML.
010.000.0573.00|010.000.0573.00|PRAZOSINA CAPSULA O COMPRIMIDO CADA CAPSULA O COMPRIMIDO CONTIENE: CLORHIDRATO DE PRAZOSINA EQUIVALENTE A 1 MG DE PRAZOSINA. ENVASE CON 30 CAPSULAS O COMPRIMIDOS.
010.000.0537.00|010.000.0537.00|PROPAFENONA TABLETA CADA TABLETA CONTIENE: CLORHIDRATO DE PROPAFENONA 150 MG. ENVASE CON 20 TABLETAS.
010.000.2117.00|010.000.2117.00|PROPRANOLOL SOLUCION INYECTABLE CADA AMPOLLETA CONTIENE: CLORHIDRATO DE PROPRANOLOL 1 MG. ENVASE CON UNA AMPOLLETA CON 1 ML.
010.000.0527.00|010.000.0527.00|QUINIDINA TABLETA CADA TABLETA CONTIENE: SULFATO DE QUINIDINA 200 MG. ENVASE CON 20 TABLETAS.
010.000.2540.00|010.000.2540.00|TELMISARTAN TABLETA CADA TABLETA CONTIENE: TELMISARTAN 40 MG. ENVASE CON 30 TABLETAS.
010.000.2542.00|010.000.2542.00|TELMISARTANHIDROCLOROTIAZIDA TABLETA CADA TABLETA CONTIENE: TELMISARTAN 80.0 MG. HIDROCLOROTIAZIDA 12.5 MG. ENVASE CON 14 TABLETAS.
010.000.5117.00|010.000.5117.00|TENECTEPLASA SOLUCION INYECTABLE CADA FRASCO AMPULA CONTIENE: TENECTEPLASA 50 MG (10,000 U). ENVASE CON FRASCO AMPULA Y JERINGA PRELLENADA CON 10 ML DE AGUA INYECTABLE.
010.000.4123.00|010.000.4123.00|TIROFIBAN SOLUCION INYECTABLE CADA FRASCO AMPULA O BOLSA CONTIENE: CLORHIDRATO DE TIROFIBAN EQUIVALENTE A12.5 MG DE TIROFIBAN. ENVASE CON UN FRASCO AMPULA CON 50 ML.
010.000.4123.01|010.000.4123.01|TIROFIBAN SOLUCION INYECTABLE CADA FRASCO AMPULA O BOLSA CONTIENE: CLORHIDRATO DE TIROFIBAN EQUIVALENTE A12.5 MG DE TIROFIBAN. ENVASE CON UNA BOLSA CON 250 ML.
010.000.4111.00|010.000.4111.00|TRINITRATO DE GLICERILO PARCHE CADA PARCHE LIBERA: TRINITRATO DE GLICERILO 5 MG/DIA ENVASE CON 7 PARCHES.
010.000.4114.00|010.000.4114.00|TRINITRATO DE GLICERILO SOLUCION INYECTABLE CADA FRASCO AMPULA CONTIENE: TRINITRATO DE GLICERILO 50 MG. ENVASE CON UN FRASCO AMPULA DE 10 ML.
010.000.5111.00|010.000.5111.00|VALSARTAN COMPRIMIDO CADA COMPRIMIDO CONTIENE 80 MG. ENVASE CON 30 COMPRIMIDOS.
010.000.0596.00|010.000.0596.00|VERAPAMILO GRAGEA O TABLETA RECUBIERTA CADA GRAGEA O TABLETA RECUBIERTA CONTIENE: CLORHIDRATO DE VERAPAMILO 80 MG. ENVASE CON 20 GRAGEAS O TABLETAS RECUBIERTAS.
010.000.0598.00|010.000.0598.00|VERAPAMILO SOLUCION INYECTABLE CADA AMPOLLETA CONTIENE: CLORHIDRATO DE VERAPAMILO 5 MG. ENVASE CON 2 ML (2.5 MG/ ML).
010.000.0623.00|010.000.0623.00A|WARFARINA TABLETA CADA TABLETA CONTIENE: WARFARINA SODICA 5 MG. ENVASE CON 25 TABLETAS.
010.000.0910.00|010.000.0910.00|ACEITE DE ALMENDRAS DULCES CREMA ACEITE DE ALMENDRAS DULCES, LANOLINA, GLICERINA, PROPILENGLICOL, SORBITOL. ENVASE CON 235 ML.
010.000.2118.00|010.000.2118.00|ACEITE DE ALMENDRAS DULCES CREMA ACEITE DE ALMENDRAS DULCES E HIDROXIDO DE CALCIO. ENVASE CON 240 ML.
010.000.0831.00|010.000.0831.00|ALANTOINA Y ALQUITRAN DE HULLA SUSPENSION DERMICA CADA ML CONTIENE: ALANTOINA 20.0 MG.ALQUITRAN DE HULLA 9.4 MG. ENVASE CON 120 ML.
010.000.5132.00|010.000.5132.00|ALANTOINA, ALQUITRAN DE HULLA Y CLIOQUINO CREMA CADA 100 GRAMOS CONTIENEN: ALANTOINA 0.2 G. SOLUCION DE ALQUITRAN DE HULLA 5.0 G. CLIOQUINOL 3.0 G. ENVASE CON 60 G.
010.000.5132.01|010.000.5132.01|ALANTOINA, ALQUITRAN DE HULLA Y CLIOQUINO CREMA CADA 100 GRAMOS CONTIENEN: ALANTOINA 0.2 G. SOLUCION DE ALQUITRAN DE HULLA 5.0 G. CLIOQUINOL 3.0 G. ENVASE CON 150 G.
010.000.0871.00|010.000.0871.00|ALIBOUR POLVO CADA GRAMO CONTIENE: SULFATO DE COBRE 177.0 MG. SULFATO DE ZINC 619.5 MG. ALCANFOR 26.5 MG. ENVASE CON 12 SOBRES CON 2.2 G.
010.000.0801.00|010.000.0801.00|BAÑO COLOIDE POLVO CADA GRAMO CONTIENE: HARINA DE SOYA 965 MG. (CONTENIDO PROTEICO 45%) POLIVIDONA 20 MG. ENVASE CON UN SOBRE INDIVIDUAL DE 90 G.
010.000.0801.01|010.000.0801.01|BAÑO COLOIDE POLVO CADA GRAMO CONTIENE: HARINA DE SOYA 965 MG. (CONTENIDO PROTEICO 45%) POLIVIDONA 20 MG. ENVASE CON DOS SOBRES INDIVIDUALES DE 90 G.
010.000.0861.00|010.000.0861.00|BENCILO EMULSION DERMICA CADA ML CONTIENE: BENZOATO DE BENCILO 300 MG. ENVASE CON 120 ML.
010.000.0822.00|010.000.0822.00|BENZOILO LOCION DERMICA O GEL DERMICO CADA 100 MILILITROS O GRAMOS CONTIENEN: PEROXIDO DE BENZOILO 5 G. ENVASE CON 30 ML.
010.000.0822.01|010.000.0822.01|BENZOILO LOCION DERMICA O GEL DERMICO CADA 100 MILILITROS O GRAMOS CONTIENEN: PEROXIDO DE BENZOILO 5 G. ENVASE CON 50 ML.
010.000.0822.02|010.000.0822.02|BENZOILO LOCION DERMICA O GEL DERMICO CADA 100 MILILITROS O GRAMOS CONTIENEN: PEROXIDO DE BENZOILO 5 G. ENVASE CON 60 G.
010.000.0872.00|010.000.0872.00|CLIOQUINOL CREMA CADA G CONTIENE: CLIOQUINOL 30 MG. ENVASE CON 20 G.
010.000.0811.00|010.000.0811.00|FLUOCINOLONA CREMA CADA G CONTIENE: ACETONIDO DE FLUOCINOLONA 0.1 MG. ENVASE CON 20 G.
010.000.0813.00|010.000.0813.00|HIDROCORTISONA CREMA CADA G CONTIENE: 17 BUTIRATO DE HIDROCORTISONA 1 MG. ENVASE CON 15 G.
010.000.4134.00|010.000.4134.00|HIDROQUINONA CREMA CADA 100 GRAMOS CONTIENEN: HIDROQUINONA 4.0 G. ENVASE CON 15 G.
010.000.4134.01|010.000.4134.01|HIDROQUINONA CREMA CADA 100 GRAMOS CONTIENEN: HIDROQUINONA 4.0 G. ENVASE CON 30 G.
010.000.2024.00|010.000.2024.00|ISOCONAZOL CREMA CADA 100 GRAMOS CONTIENE: NITRATO DE ISOCONAZOL 1 G. ENVASE CON 20 G.
010.000.0891.00|010.000.0891.00|MICONAZOL CREMA CADA GRAMO CONTIENE: NITRATO DE MICONAZOL 20 MG. ENVASE CON 20 G.
010.000.4132.00|010.000.4132.00|MOMETASONA UNGÜENTO CADA 100 GRAMOS CONTIENEN: FUROATO DE MOMETASONA 0.100 G. ENVASE CON 30 G.
010.000.4133.00|010.000.4133.00|MOMETASONA LOCION CADA 100 MILILITRO CONTIENEN: FUROATO DE MOMETASONA 0.100 G. ENVASE CON 30 ML.
010.000.4133.01|010.000.4133.01|MOMETASONA LOCION CADA 100 MILILITRO CONTIENEN: FUROATO DE MOMETASONA 0.100 G. ENVASE CON 60 ML.
010.000.0804.00|010.000.0804.00|OXIDO DE ZINC PASTA CADA 100 G CONTIENEN: OXIDO DE ZINC 25. 0 G. ENVASE CON 30 G.
010.000.0865.00|010.000.0865.00|PERMETRINA SOLUCION CADA 100 ML CONTIENEN: PERMETRINA 1 G. ENVASE CON 110 ML.
010.000.0901.00|010.000.0901.00|PODOFILINA SOLUCION DERMICA CADA ML CONTIENE: RESINA DE PODOFILINA 250 MG. ENVASE CON 5 ML.
010.000.0904.00|010.000.0904.00|ACIDO RETINOICO CREMA CADA 100 GRAMOS CONTIENEN: ACIDO RETINOICO 0.05 G. ENVASE CON 20 G.
010.000.5130.00|010.000.5130.00|ANTRALINA UNGÜENTO CADA G CONTIENE: ANTRALINA 20 MG. ENVASE CON 50 G.
010.000.2119.00|010.000.2119.00|BETAMETASONA UNGÜENTO CADA 100 GRAMOS CONTIENE: DIPROPIONATO DE BETAMETASONA 64 MG EQUIVALENTE A 50 MG DE BETAMETASONA ENVASE CON 30 G.
010.000.5612.00|010.000.5612.00|CALCIPOTRIOL, BETAMETASONA UNGÜENTO CADA 100 G CONTIENEN: CALCIPOTRIOL 5 MG. DIPROPIONATO DE BETAMETASONA EQUIVALENTE A 50 MG DE BETAMETASONA ENVASE CON 30 G.
010.000.4136.00|010.000.4136.00|CLINDAMICINA GEL CADA 100 GRAMOS CONTIENEN: FOSFATO DE CLINDAMICINA EQUIVALENTE A 1 G DE CLINDAMICINA. ENVASE CON 30 G.
010.000.0903.00|010.000.0903.00|FLUOROURACILO CREMA O UNGÜENTO CADA GRAMO CONTIENE: 5- FLUOROURACILO 50 MG. ENVASE CON 20 G.
010.000.2120.00|010.000.2120.00|HIGROPLEX CREMA HIGROPLEX (COMPLEJOHUMECTANTE). ENVASE CON 80 G.
010.000.4140.00|010.000.4140.00|IMIQUIMOD CREMA AL 5% CADA SOBRE CONTIENE: IMIQUIMOD 12.5 MG. ENVASE CON 12 SOBRES, QUE CONTIENEN 250 MG DE CREMA.
040.000.4129.00|040.000.4129.00|ISOTRETINOINA CAPSULA CADA CAPSULA CONTIENE: ISOTRETINOINA 20 MG. ENVASE CON 30 CAPSULAS.
010.000.2121.00|010.000.2121.00|LECITINA VEGETAL JABON CADA BARRA CONTIENE: LECITINA VEGETAL (FOSFOLIPIDOS). BARRA DE 90 G.
010.000.2122.00|010.000.2122.00|LECITINA VEGETAL CREMA CADA MG CONTIENE: LECITINA VEGETAL (FOSFOLIPIDOS). ENVASE CON 90 G.
010.000.5126.00|010.000.5126.00|METOXALENO CAPSULA O TABLETA CADA CAPSULA O TABLETA CONTIENE: METOXALENO 10 MG. ENVASE CON 30 CAPSULAS O TABLETAS.
010.000.2123.00|010.000.2123.00|MUPIROCINA UNGÜENTO CADA 100 GRAMOS CONTIENE: MUPIROCINA 2 G. ENVASE CON 15 G.
010.000.2124.00|010.000.2124.00|PADIMATO, PARSOL MCX Y PARSOL 1789 CREMA PADIMATO, PARSOL MCX Y PARSOL 1789. ENVASE CON 125 G.
010.000.4131.00|010.000.4131.00|PIMECROLIMUS CREMA CADA 100 G CONTIENE: PIMECROLIMUS 1 G. ENVASE CON 15 G.
010.000.4131.01|010.000.4131.01|PIMECROLIMUS CREMA CADA 100 G CONTIENE: PIMECROLIMUS 1 G. ENVASE CON 30 G.
010.000.4126.00|010.000.4126.00|SULFADIAZINA DE PLATA CREMA CADA 100 GRAMOS CONTIENE: SULFADIAZINA DE PLATA MICRONIZADA 1 G. ENVASE CON 375 G.
